PID,year,state_abbr,population,violent_crime,homicide,rape_legacy,rape_revised,robbery,aggravated_assault
1997-IL,1997,IL,11896000,102476,1096,4415.0,,33123,63842
1997-IN,1997,IN,5864000,30179,430,1928.0,,7763,20058
1997-KS,1997,KS,2595000,11151,150,1179.0,,2535,7287
1997-KY,1997,KY,3908000,12386,228,1304.0,,3546,7308
1997-LA,1997,LA,4352000,37248,682,1799.0,,10407,24360
1997-MA,1997,MA,6118000,39411,119,1647.0,,6676,30969
1997-MD,1997,MD,5094000,43127,502,1814.0,,17157,23654
1997-ME,1997,ME,1242000,1500,25,254.0,,257,964
1997-MI,1997,MI,9774000,57663,759,5070.0,,14934,36900
1997-MN,1997,MN,4686000,15827,129,2446.0,,5373,7879
1997-MO,1997,MO,5402000,31192,426,1525.0,,8430,20811
1997-MS,1997,MS,2731000,12808,358,1065.0,,3741,7644
1997-MT,1997,MT,879000,1161,42,171.0,,179,769
1997-NC,1997,NC,7425000,45071,614,2348.0,,12817,29292
1997-ND,1997,ND,641000,559,6,159.0,,41,353
1997-NE,1997,NE,1657000,7265,50,406.0,,1097,5712
1997-NH,1997,NH,1173000,1328,16,395.0,,274,643
1997-NJ,1997,NJ,8053000,39673,337,1729.0,,16957,20650
1997-NM,1997,NM,1730000,14762,134,872.0,,2966,10790
1997-NV,1997,NV,1677000,13395,187,1005.0,,5071,7132
1997-NY,1997,NY,18137000,124890,1093,4075.0,,56094,63628
1997-OH,1997,OH,11186000,48706,523,4566.0,,17755,25862
1997-OK,1997,OK,3317000,18560,229,1517.0,,3446,13368
1997-OR,1997,OR,3243000,14412,95,1306.0,,3811,9200
1997-PA,1997,PA,12020000,53140,705,3289.0,,18788,30358
1997-RI,1997,RI,987000,3292,25,363.0,,707,2197
1997-SC,1997,SC,3760000,37235,314,1837.0,,6624,28460
1997-SD,1997,SD,738000,1457,10,357.0,,172,918
1997-TN,1997,TN,5368000,42389,511,3056.0,,11487,27335
1997-TX,1997,TX,19439000,117126,1327,8011.0,,30522,77266
1997-UT,1997,UT,2059000,6878,50,977.0,,1408,4443
1997-VA,1997,VA,6734000,23249,488,1819.0,,8384,12558
1997-VT,1997,VT,589000,705,9,156.0,,79,461
1997-WA,1997,WA,5610000,24724,244,2885.0,,6734,14864
1997-WI,1997,WI,5170000,13988,205,1048.0,,5214,7521
1997-WV,1997,WV,1816000,3971,75,355.0,,782,2759
1997-WY,1997,WY,480000,1225,17,137.0,,85,986
1998-AK,1998,AK,614000,4015,41,421.0,,532,3021
1998-AL,1998,AL,4352000,22286,354,1443.0,,5698,14791
1998-AR,1998,AR,2538000,12442,201,893.0,,2442,8906
1998-AZ,1998,AZ,4669000,26984,376,1451.0,,7715,17442
1998-CA,1998,CA,32667000,229883,2171,9782.0,,68782,149148
1998-CO,1998,CO,3971000,15008,183,1883.0,,3238,9704
1998-CT,1998,CT,3274000,11993,135,728.0,,4379,6751
1998-DC,1998,DC,523000,8988,260,190.0,,3606,4932
1998-DE,1998,DE,744000,5672,21,499.0,,1445,3707
1998-FL,1998,FL,14916000,140016,967,7404.0,,36198,95447
1998-GA,1998,GA,7642000,43762,618,2322.0,,14308,26514
1998-HI,1998,HI,1193000,2946,24,352.0,,1225,1345
1998-IA,1998,IA,2862000,8916,54,728.0,,1456,6678
1998-ID,1998,ID,1229000,3468,36,386.0,,264,2782
1998-IL,1998,IL,12045000,97291,1008,4095.0,,29927,62261
1998-IN,1998,IN,5899000,25423,454,1952.0,,6561,16456
1998-KS,1998,KS,2629000,10972,173,1128.0,,2287,7384
1998-KY,1998,KY,3936000,12909,237,1107.0,,3468,8097
1998-LA,1998,LA,4369000,34057,560,1609.0,,8651,23237
1998-MA,1998,MA,6147000,38192,124,1687.0,,5938,30443
1998-MD,1998,MD,5135000,40903,513,1714.0,,15339,23337
1998-ME,1998,ME,1244000,1566,26,225.0,,263,1052
1998-MI,1998,MI,9817000,60947,721,4946.0,,15293,39987
1998-MN,1998,MN,4725000,14656,121,2358.0,,4371,7806
1998-MO,1998,MO,5439000,30222,399,1463.0,,8116,20244
1998-MS,1998,MS,2752000,11302,315,1026.0,,3394,6567
1998-MT,1998,MT,880000,1797,18,235.0,,232,1312
1998-NC,1998,NC,7546000,43723,612,2311.0,,12133,28667
1998-ND,1998,ND,638000,570,7,212.0,,65,286
1998-NE,1998,NE,1663000,7507,51,417.0,,1290,5749
1998-NH,1998,NH,1185000,1270,18,400.0,,255,597
1998-NJ,1998,NJ,8115000,35720,325,1623.0,,15109,18663
1998-NM,1998,NM,1737000,16700,190,957.0,,2839,12714
1998-NV,1998,NV,1747000,11244,170,911.0,,4453,5710
1998-NY,1998,NY,18175000,115915,924,3843.0,,49125,62023
1998-OH,1998,OH,11209000,40628,443,4543.0,,14960,20682
1998-OK,1998,OK,3347000,18053,204,1513.0,,3078,13258
1998-OR,1998,OR,3282000,13778,126,1307.0,,3452,8893
1998-PA,1998,PA,12001000,50470,633,3223.0,,19787,26827
1998-RI,1998,RI,988000,3084,24,351.0,,659,2050
1998-SC,1998,SC,3836000,34647,306,1753.0,,5943,26645
1998-SD,1998,SD,738000,1139,10,258.0,,149,722
1998-TN,1998,TN,5431000,38832,460,2485.0,,9667,26220
1998-TX,1998,TX,19760000,111566,1346,7913.0,,28677,73630
1998-UT,1998,UT,2100000,6599,65,875.0,,1385,4274
1998-VA,1998,VA,6791000,22115,422,1810.0,,7171,12712
1998-VT,1998,VT,591000,628,13,163.0,,56,396
1998-WA,1998,WA,5689000,24380,224,2740.0,,6577,14839
1998-WI,1998,WI,5224000,13009,190,1037.0,,4474,7308
1998-WV,1998,WV,1811000,4503,78,339.0,,676,3410
1998-WY,1998,WY,481000,1191,23,133.0,,78,957
1999-AK,1999,AK,619500,3908,52,517.0,,566,2773
1999-AL,1999,AL,4369862,21421,345,1513.0,,5297,14266
1999-AR,1999,AR,2551373,10848,143,710.0,,2024,7971
1999-AZ,1999,AZ,4778332,26334,384,1383.0,,7288,17279
1999-CA,1999,CA,33145121,207879,2005,9363.0,,60039,136472
1999-CO,1999,CO,4056133,13811,185,1679.0,,3056,8891
1999-CT,1999,CT,3282031,11342,107,654.0,,4054,6527
1999-DC,1999,DC,519000,8448,241,248.0,,3344,4615
1999-DE,1999,DE,753538,5534,24,529.0,,1492,3489
1999-FL,1999,FL,15111244,129044,859,6990.0,,31969,89226
1999-GA,1999,GA,7788240,41585,583,2319.0,,12962,25721
1999-HI,1999,HI,1185497,2785,44,354.0,,1044,1343
1999-IA,1999,IA,2869413,8034,43,780.0,,1051,6160
1999-ID,1999,ID,1251700,3066,25,417.0,,223,2401
1999-IL,1999,IL,12128370,83621,939,4297.0,,26365,52020
1999-IN,1999,IN,5942901,22261,391,1607.0,,6496,13767
1999-KS,1999,KS,2654052,10159,160,1065.0,,2047,6887
1999-KY,1999,KY,3960825,12212,203,1148.0,,3104,7757
1999-LA,1999,LA,4372035,32033,468,1448.0,,7591,22526
1999-MA,1999,MA,6175169,34023,122,1663.0,,5931,26307
1999-MD,1999,MD,5171634,38447,465,1551.0,,13636,22795
1999-ME,1999,ME,1253040,1404,25,239.0,,243,897
1999-MI,1999,MI,9863775,56709,695,4849.0,,14103,37062
1999-MN,1999,MN,4775508,13085,134,2038.0,,3917,6996
1999-MO,1999,MO,5468338,27353,359,1439.0,,7149,18406
1999-MS,1999,MS,2768619,9671,213,1156.0,,3091,5211
1999-MT,1999,MT,882779,2090,22,293.0,,239,1536
1999-NC,1999,NC,7650789,41474,552,2155.0,,12087,26680
1999-ND,1999,ND,633666,424,10,142.0,,56,216
1999-NE,1999,NE,1666028,7167,60,414.0,,1264,5429
1999-NH,1999,NH,1201134,1159,18,345.0,,257,539
1999-NJ,1999,NJ,8143412,33540,287,1409.0,,14243,17601
1999-NM,1999,NM,1739844,14520,170,944.0,,2579,10827
1999-NV,1999,NV,1809253,10311,165,943.0,,4209,4994
1999-NY,1999,NY,18196601,107147,903,3563.0,,43821,58860
1999-OH,1999,OH,11256654,35616,397,4129.0,,14405,16685
1999-OK,1999,OK,3358044,17066,231,1375.0,,2785,12675
1999-OR,1999,OR,3316154,12432,88,1219.0,,2858,8267
1999-PA,1999,PA,11994016,50431,592,3279.0,,18670,27890
1999-RI,1999,RI,990819,2840,36,391.0,,788,1625
1999-SC,1999,SC,3885736,32920,258,1587.0,,5760,25315
1999-SD,1999,SD,733133,1227,18,336.0,,103,770
1999-TN,1999,TN,5483535,38111,391,2415.0,,8598,26707
1999-TX,1999,TX,20044141,112306,1217,7614.0,,29405,74070
1999-UT,1999,UT,2129836,5869,44,806.0,,1158,3861
1999-VA,1999,VA,6872912,21626,392,1720.0,,6947,12567
1999-VT,1999,VT,593740,676,17,136.0,,65,458
1999-WA,1999,WA,5756361,21716,171,2711.0,,5808,13026
1999-WI,1999,WI,5250446,12908,179,1055.0,,4449,7225
1999-WV,1999,WV,1806928,6336,79,337.0,,661,5259
1999-WY,1999,WY,479602,1115,11,137.0,,74,893
2000-AK,2000,AK,626932,3554,27,497.0,,490,2540
2000-AL,2000,AL,4447100,21620,329,1482.0,,5702,14107
2000-AR,2000,AR,2673400,11904,168,848.0,,2001,8887
2000-AZ,2000,AZ,5130632,27281,359,1577.0,,7504,17841
2000-CA,2000,CA,33871648,210531,2079,9785.0,,60249,138418
2000-CO,2000,CO,4301261,14367,134,1774.0,,3034,9425
2000-CT,2000,CT,3405565,11058,98,678.0,,3832,6450
2000-DC,2000,DC,572059,8626,239,251.0,,3554,4582
2000-DE,2000,DE,783600,5363,25,424.0,,1394,3520
2000-FL,2000,FL,15982378,129777,903,7057.0,,31809,90008
2000-GA,2000,GA,8186453,41319,651,1968.0,,13250,25450
2000-HI,2000,HI,1211537,2954,35,346.0,,1123,1450
2000-IA,2000,IA,2926324,7796,46,676.0,,1071,6003
2000-ID,2000,ID,1293953,3267,16,384.0,,223,2644
2000-IL,2000,IL,12419293,81196,898,3926.0,,25641,50731
2000-IN,2000,IN,6080485,21230,352,1759.0,,6282,12837
2000-KS,2000,KS,2688418,10470,169,1022.0,,2048,7231
2000-KY,2000,KY,4041769,11903,193,1091.0,,3256,7363
2000-LA,2000,LA,4468976,30440,560,1497.0,,7532,20851
2000-MA,2000,MA,6349097,30230,125,1696.0,,5815,22594
2000-MD,2000,MD,5296486,41663,430,1543.0,,13560,26130
2000-ME,2000,ME,1274923,1397,15,320.0,,247,815
2000-MI,2000,MI,9938444,55159,669,5025.0,,13712,35753
2000-MN,2000,MN,4919479,13813,151,2240.0,,3713,7709
2000-MO,2000,MO,5595211,27419,347,1351.0,,7598,18123
2000-MS,2000,MS,2844658,10267,255,1019.0,,2703,6290
2000-MT,2000,MT,902195,2807,20,308.0,,203,2276
2000-NC,2000,NC,8049313,40051,560,2181.0,,12595,24715
2000-ND,2000,ND,642200,523,4,169.0,,56,294
2000-NE,2000,NE,1711263,5606,63,436.0,,1147,3960
2000-NH,2000,NH,1235786,2167,22,522.0,,453,1170
2000-NJ,2000,NJ,8414350,32298,289,1357.0,,13553,17099
2000-NM,2000,NM,1819046,13786,135,922.0,,2499,10230
2000-NV,2000,NV,1998257,10474,129,860.0,,4543,4942
2000-NY,2000,NY,18976457,105111,952,3530.0,,40539,60090
2000-OH,2000,OH,11353140,37935,418,4271.0,,15610,17636
2000-OK,2000,OK,3450654,17177,182,1422.0,,2615,12958
2000-OR,2000,OR,3421399,12000,70,1286.0,,2888,7756
2000-PA,2000,PA,12281054,51584,602,3247.0,,18155,29580
2000-RI,2000,RI,1048319,3121,45,412.0,,922,1742
2000-SC,2000,SC,4012012,33225,291,1660.0,,6220,25054
2000-SD,2000,SD,754844,1259,7,305.0,,131,816
2000-TN,2000,TN,5689283,40233,410,2186.0,,9465,28172
2000-TX,2000,TX,20851820,113653,1238,7856.0,,30257,74302
2000-UT,2000,UT,2233169,5711,43,863.0,,1242,3563
2000-VA,2000,VA,7078515,19943,401,1616.0,,6295,11631
2000-VT,2000,VT,608827,691,9,140.0,,117,425
2000-WA,2000,WA,5894121,21788,196,2737.0,,5812,13043
2000-WI,2000,WI,5363675,12700,169,1165.0,,4537,6829
2000-WV,2000,WV,1808344,5723,46,331.0,,749,4597
2000-WY,2000,WY,493782,1316,12,160.0,,70,1074
2001-AK,2001,AK,633630,3735,39,501.0,,514,2681
2001-AL,2001,AL,4468912,19582,379,1369.0,,5584,12250
2001-AR,2001,AR,2694698,12190,148,892.0,,2181,8969
2001-AZ,2001,AZ,5306966,28675,400,1518.0,,8868,17889
2001-CA,2001,CA,34600463,212867,2206,9960.0,,64614,136087
2001-CO,2001,CO,4430989,15492,158,1930.0,,3555,9849
2001-CT,2001,CT,3434602,11492,105,639.0,,4183,6565
2001-DC,2001,DC,573822,9195,231,181.0,,3780,5003
2001-DE,2001,DE,796599,4868,23,420.0,,1156,3269
2001-FL,2001,FL,16373330,130713,874,6641.0,,32867,90331
2001-GA,2001,GA,8405677,41671,598,2180.0,,14402,24491
2001-HI,2001,HI,1227024,3117,32,409.0,,1142,1534
2001-IA,2001,IA,2931967,7865,50,649.0,,1154,6012
2001-ID,2001,ID,1320585,3211,30,425.0,,245,2511
2001-IL,2001,IL,12520227,79270,982,4010.0,,24931,49347
2001-IN,2001,IN,6126743,22734,413,1716.0,,7171,13434
2001-KS,2001,KS,2702125,10909,92,945.0,,2423,7449
2001-KY,2001,KY,4068816,10510,181,1051.0,,3269,6009
2001-LA,2001,LA,4470368,30678,501,1403.0,,7864,20910
2001-MA,2001,MA,6401164,30585,143,1856.0,,6476,22110
2001-MD,2001,MD,5386079,42088,446,1449.0,,13525,26668
2001-ME,2001,ME,1284470,1435,19,326.0,,264,826
2001-MI,2001,MI,10006266,55424,672,5264.0,,12937,36551
2001-MN,2001,MN,4984535,13145,119,2236.0,,3758,7032
2001-MO,2001,MO,5637309,30472,372,1383.0,,7771,20946
2001-MS,2001,MS,2859733,10006,282,1147.0,,3294,5283
2001-MT,2001,MT,905382,3187,34,188.0,,230,2735
2001-NC,2001,NC,8206105,40465,505,2083.0,,13304,24573
2001-ND,2001,ND,636550,505,7,164.0,,60,274
2001-NE,2001,NE,1720039,5214,43,431.0,,1128,3612
2001-NH,2001,NH,1259359,2144,17,458.0,,445,1224
2001-NJ,2001,NJ,8511116,33094,336,1278.0,,14110,17370
2001-NM,2001,NM,1830935,14288,99,850.0,,2695,10644
2001-NV,2001,NV,2097722,12359,180,883.0,,4932,6364
2001-NY,2001,NY,19084350,98022,960,3546.0,,36555,56961
2001-OH,2001,OH,11389785,40023,452,4466.0,,17199,17906
2001-OK,2001,OK,3469577,17726,185,1486.0,,2746,13309
2001-OR,2001,OR,3473441,10650,84,1174.0,,2749,6643
2001-PA,2001,PA,12303104,50432,651,3467.0,,17500,28814
2001-RI,2001,RI,1059659,3278,39,416.0,,986,1837
2001-SC,2001,SC,4062125,33114,330,1769.0,,5987,25028
2001-SD,2001,SD,758324,1171,7,351.0,,103,710
2001-TN,2001,TN,5749398,42776,423,2196.0,,10219,29938
2001-TX,2001,TX,21370983,122155,1332,8169.0,,35348,77306
2001-UT,2001,UT,2278712,5314,67,896.0,,1197,3154
2001-VA,2001,VA,7196750,20939,364,1770.0,,6860,11945
2001-VT,2001,VT,612978,644,7,107.0,,107,423
2001-WA,2001,WA,5993390,21258,179,2600.0,,5934,12545
2001-WI,2001,WI,5405947,12486,192,1142.0,,4444,6708
2001-WV,2001,WV,1800975,5035,40,320.0,,707,3968
2001-WY,2001,WY,493754,1272,9,153.0,,84,1026
2002-AK,2002,AK,641482,3627,33,511.0,,489,2594
2002-AL,2002,AL,4478896,19931,303,1664.0,,5962,12002
2002-AR,2002,AR,2706268,11501,142,754.0,,2524,8081
2002-AZ,2002,AZ,5441125,30171,387,1608.0,,8000,20176
2002-CA,2002,CA,35001986,208388,2395,10198.0,,64968,130827
2002-CO,2002,CO,4501051,15882,179,2066.0,,3579,10058
2002-CT,2002,CT,3458587,10807,84,740.0,,4069,5914
2002-DC,2002,DC,569157,9322,264,262.0,,3834,4962
2002-DE,2002,DE,805945,4836,26,358.0,,1154,3298
2002-FL,2002,FL,16691701,128721,911,6753.0,,32581,88476
2002-GA,2002,GA,8544005,39271,606,2108.0,,13432,23125
2002-HI,2002,HI,1240663,3262,24,372.0,,1210,1656
2002-IA,2002,IA,2935840,8388,44,797.0,,1169,6378
2002-ID,2002,ID,1343124,3419,36,497.0,,240,2646
2002-IL,2002,IL,12586447,75759,961,4370.0,,25314,45114
2002-IN,2002,IN,6156913,22001,362,1843.0,,6612,13184
2002-KS,2002,KS,2711769,10229,78,1035.0,,2165,6951
2002-KY,2002,KY,4089822,11101,191,1087.0,,3131,6692
2002-LA,2002,LA,4476192,29690,593,1529.0,,7123,20445
2002-MA,2002,MA,6421800,31137,173,1777.0,,7169,22018
2002-MD,2002,MD,5450525,42015,513,1370.0,,13417,26715
2002-ME,2002,ME,1294894,1396,14,377.0,,270,735
2002-MI,2002,MI,10043221,54306,678,5364.0,,11847,36417
2002-MN,2002,MN,5024791,13428,112,2273.0,,3937,7106
2002-MO,2002,MO,5669544,30557,331,1465.0,,7024,21737
2002-MS,2002,MS,2866733,9858,264,1127.0,,3356,5111
2002-MT,2002,MT,910372,3197,16,237.0,,283,2661
2002-NC,2002,NC,8305820,39118,548,2196.0,,12205,24169
2002-ND,2002,ND,633911,496,5,163.0,,58,270
2002-NE,2002,NE,1727564,5428,48,464.0,,1359,3557
2002-NH,2002,NH,1274405,2056,12,446.0,,413,1185
2002-NJ,2002,NJ,8575252,32252,339,1365.0,,13955,16593
2002-NM,2002,NM,1852044,13719,152,1027.0,,2206,10334
2002-NV,2002,NV,2167455,13856,181,928.0,,5118,7629
2002-NY,2002,NY,19134293,95030,909,3885.0,,36653,53583
2002-OH,2002,OH,11408699,40128,526,4809.0,,17871,16922
2002-OK,2002,OK,3489700,17587,163,1573.0,,2966,12885
2002-OR,2002,OR,3520355,10298,72,1238.0,,2742,6246
2002-PA,2002,PA,12328827,49578,624,3731.0,,17163,28060
2002-RI,2002,RI,1068326,3051,41,395.0,,916,1699
2002-SC,2002,SC,4103770,33761,298,1959.0,,5774,25730
2002-SD,2002,SD,760437,1350,11,361.0,,117,861
2002-TN,2002,TN,5789796,41562,420,2290.0,,9413,29439
2002-TX,2002,TX,21736925,126018,1302,8508.0,,37580,78628
2002-UT,2002,UT,2318789,5488,47,943.0,,1140,3358
2002-VA,2002,VA,7287829,21256,388,1839.0,,6961,12068
2002-VT,2002,VT,616408,658,13,126.0,,77,442
2002-WA,2002,WA,6067060,20964,184,2734.0,,5797,12249
2002-WI,2002,WI,5439692,12238,154,1237.0,,4713,6134
2002-WV,2002,WV,1804884,4221,57,328.0,,657,3179
2002-WY,2002,WY,498830,1364,15,148.0,,93,1108
2003-AK,2003,AK,648280,3877,39,605.0,,446,2787
2003-AL,2003,AL,4503726,19331,299,1656.0,,6038,11338
2003-AR,2003,AR,2727774,12449,180,911.0,,2227,9131
2003-AZ,2003,AZ,5579222,28638,441,1856.0,,7619,18722
2003-CA,2003,CA,35462712,205551,2407,9994.0,,63770,129380
2003-CO,2003,CO,4547633,15757,185,1913.0,,3738,9921
2003-CT,2003,CT,3486960,11045,112,698.0,,4212,6023
2003-DC,2003,DC,557620,9061,249,274.0,,3941,4597
2003-DE,2003,DE,818166,5525,21,370.0,,1441,3693
2003-FL,2003,FL,16999181,124280,924,6727.0,,31523,85106
2003-GA,2003,GA,8676460,39435,657,2234.0,,14043,22501
2003-HI,2003,HI,1248755,3400,22,367.0,,1168,1843
2003-IA,2003,IA,2941976,8175,50,796.0,,1131,6198
2003-ID,2003,ID,1367034,3362,26,535.0,,245,2556
2003-IL,2003,IL,12649087,70376,895,4189.0,,23786,41506
2003-IN,2003,IN,6199571,21842,338,1720.0,,6401,13383
2003-KS,2003,KS,2724786,10831,125,1085.0,,2247,7374
2003-KY,2003,KY,4118189,10232,181,1124.0,,3224,5703
2003-LA,2003,LA,4493665,28622,584,1601.0,,7008,19429
2003-MA,2003,MA,6420357,30377,140,1848.0,,8011,20378
2003-MD,2003,MD,5512310,38778,525,1358.0,,13302,23593
2003-ME,2003,ME,1309205,1422,16,354.0,,289,763
2003-MI,2003,MI,10082364,51550,612,5470.0,,11254,34214
2003-MN,2003,MN,5064172,13316,127,2092.0,,3906,7191
2003-MO,2003,MO,5719204,28067,289,1400.0,,6686,19692
2003-MS,2003,MS,2882594,9336,267,1079.0,,3016,4974
2003-MT,2003,MT,918157,3351,30,246.0,,298,2777
2003-NC,2003,NC,8421190,38243,506,2139.0,,12229,23369
2003-ND,2003,ND,633400,508,9,160.0,,53,286
2003-NE,2003,NE,1737475,5105,56,504.0,,1165,3380
2003-NH,2003,NH,1288705,1937,17,438.0,,480,1002
2003-NJ,2003,NJ,8642412,31488,406,1288.0,,13342,16452
2003-NM,2003,NM,1878562,12535,116,940.0,,1937,9542
2003-NV,2003,NV,2242207,13813,197,871.0,,5225,7520
2003-NY,2003,NY,19212425,89486,934,3775.0,,35790,48987
2003-OH,2003,OH,11437680,38185,526,4660.0,,16895,16104
2003-OK,2003,OK,3506469,17758,206,1501.0,,3224,12827
2003-OR,2003,OR,3564330,10506,68,1218.0,,2847,6373
2003-PA,2003,PA,12370761,49210,647,3556.0,,17980,27027
2003-RI,2003,RI,1076084,3074,25,505.0,,830,1714
2003-SC,2003,SC,4148744,33455,303,1952.0,,5801,25399
2003-SD,2003,SD,764905,1329,10,356.0,,104,859
2003-TN,2003,TN,5845208,40409,396,2129.0,,9413,28471
2003-TX,2003,TX,22103374,122246,1422,8025.0,,37017,75782
2003-UT,2003,UT,2352119,5889,60,919.0,,1258,3652
2003-VA,2003,VA,7365284,20490,416,1807.0,,6713,11554
2003-VT,2003,VT,619343,707,15,126.0,,62,504
2003-WA,2003,WA,6131298,21272,182,2863.0,,5718,12509
2003-WI,2003,WI,5474290,12104,183,1202.0,,4397,6322
2003-WV,2003,WV,1811440,4627,73,311.0,,701,3542
2003-WY,2003,WY,502111,1314,14,136.0,,84,1080
2004-AK,2004,AK,657755,4159,37,558.0,,447,3117
2004-AL,2004,AL,4525375,19324,254,1742.0,,6042,11286
2004-AR,2004,AR,2750000,13814,176,1183.0,,2372,10083
2004-AZ,2004,AZ,5739879,28952,414,1896.0,,7721,18921
2004-CA,2004,CA,35842038,189175,2392,9615.0,,61768,115400
2004-CO,2004,CO,4601821,17121,201,1945.0,,3739,11236
2004-CT,2004,CT,3498966,10113,100,755.0,,4188,5070
2004-DC,2004,DC,554239,7590,198,222.0,,3202,3968
2004-DE,2004,DE,830069,5105,28,357.0,,1343,3377
2004-FL,2004,FL,17385430,123754,946,6612.0,,29997,86199
2004-GA,2004,GA,8918129,40217,613,2387.0,,13656,23561
2004-HI,2004,HI,1262124,3213,33,333.0,,944,1903
2004-IA,2004,IA,2952904,8499,44,782.0,,1160,6513
2004-ID,2004,ID,1395140,3452,31,594.0,,241,2586
2004-IL,2004,IL,12712016,69365,780,4220.0,,22582,41783
2004-IN,2004,IN,6226537,20294,316,1803.0,,6373,11802
2004-KS,2004,KS,2733697,10330,122,1142.0,,1812,7254
2004-KY,2004,KY,4141835,10152,236,1238.0,,3268,5410
2004-LA,2004,LA,4506685,28844,574,1616.0,,6564,20090
2004-MA,2004,MA,6407382,29489,171,1794.0,,7484,20040
2004-MD,2004,MD,5561332,38961,521,1317.0,,12772,24351
2004-ME,2004,ME,1314985,1364,18,315.0,,289,742
2004-MI,2004,MI,10104206,49737,643,5482.0,,11336,32276
2004-MN,2004,MN,5096546,13751,113,2123.0,,4070,7445
2004-MO,2004,MO,5759532,28226,354,1479.0,,6630,19763
2004-MS,2004,MS,2900768,8568,227,1161.0,,2503,4677
2004-MT,2004,MT,926920,2723,30,273.0,,233,2187
2004-NC,2004,NC,8540468,38244,532,2339.0,,11782,23591
2004-ND,2004,ND,636308,558,8,177.0,,43,330
2004-NE,2004,NE,1747704,5393,40,620.0,,1138,3595
2004-NH,2004,NH,1299169,2202,17,466.0,,500,1219
2004-NJ,2004,NJ,8685166,30943,392,1331.0,,13076,16144
2004-NM,2004,NM,1903006,13081,169,1039.0,,2062,9811
2004-NV,2004,NV,2332898,14379,172,954.0,,4905,8348
2004-NY,2004,NY,19280727,84914,889,3608.0,,33506,46911
2004-OH,2004,OH,11450143,38787,506,4744.0,,17429,16108
2004-OK,2004,OK,3523546,17635,186,1557.0,,3090,12802
2004-OR,2004,OR,3591363,10724,90,1283.0,,2751,6600
2004-PA,2004,PA,12394471,50998,650,3535.0,,18474,28339
2004-RI,2004,RI,1079916,2673,26,320.0,,731,1596
2004-SC,2004,SC,4197892,33160,286,1772.0,,5468,25634
2004-SD,2004,SD,770621,1319,17,336.0,,112,854
2004-TN,2004,TN,5893298,41113,357,2282.0,,8863,29611
2004-TX,2004,TX,22471549,121554,1364,8388.0,,35817,75985
2004-UT,2004,UT,2420708,5647,46,967.0,,1236,3398
2004-VA,2004,VA,7481332,20608,390,1816.0,,6899,11503
2004-VT,2004,VT,621233,713,16,160.0,,78,459
2004-WA,2004,WA,6207046,21330,190,2857.0,,5866,12417
2004-WI,2004,WI,5503533,11548,154,1136.0,,4067,6191
2004-WV,2004,WV,1812548,5110,68,346.0,,774,3922
2004-WY,2004,WY,505887,1163,11,112.0,,67,973
2005-AK,2005,AK,663253,4194,32,538.0,,537,3087
2005-AL,2005,AL,4548327,19678,374,1564.0,,6447,11293
2005-AR,2005,AR,2775708,14670,189,1202.0,,2532,10747
2005-AZ,2005,AZ,5953007,30478,445,2006.0,,8579,19448
2005-CA,2005,CA,36154147,190178,2503,9392.0,,63622,114661
2005-CO,2005,CO,4663295,18498,173,2026.0,,3948,12351
2005-CT,2005,CT,3500701,9542,105,712.0,,3933,4792
2005-DC,2005,DC,582049,8032,195,166.0,,3700,3971
2005-DE,2005,DE,841741,5332,37,377.0,,1306,3612
2005-FL,2005,FL,17768191,125957,883,6592.0,,30141,88341
2005-GA,2005,GA,9132553,40725,564,2143.0,,14041,23977
2005-HI,2005,HI,1273278,3253,24,343.0,,1001,1885
2005-IA,2005,IA,2965524,8697,40,847.0,,1153,6657
2005-ID,2005,ID,1429367,3670,35,577.0,,266,2792
2005-IL,2005,IL,12765427,70496,770,4313.0,,23255,42158
2005-IN,2005,IN,6266019,20302,356,1856.0,,6809,11281
2005-KS,2005,KS,2748172,10701,101,1098.0,,1795,7707
2005-KY,2005,KY,4172608,11134,190,1421.0,,3690,5833
2005-LA,2005,LA,4507331,26889,450,1421.0,,5337,19681
2005-MA,2005,MA,6433367,29644,178,1751.0,,7837,19878
2005-MD,2005,MD,5589599,39369,552,1266.0,,14378,23173
2005-ME,2005,ME,1318220,1483,19,326.0,,323,815
2005-MI,2005,MI,10100833,55936,629,5199.0,,13348,36760
2005-MN,2005,MN,5126739,15243,115,2258.0,,4724,8146
2005-MO,2005,MO,5797703,30477,402,1625.0,,7196,21254
2005-MS,2005,MS,2908496,8131,214,1147.0,,2405,4365
2005-MT,2005,MT,934737,2634,18,301.0,,177,2138
2005-NC,2005,NC,8672459,40650,585,2302.0,,12635,25128
2005-ND,2005,ND,634605,706,12,180.0,,54,460
2005-NE,2005,NE,1758163,5052,44,581.0,,1040,3387
2005-NH,2005,NH,1306819,1761,19,406.0,,365,971
2005-NJ,2005,NJ,8703150,30919,417,1208.0,,13215,16079
2005-NM,2005,NM,1925985,12448,144,1041.0,,1893,9370
2005-NV,2005,NV,2412301,14654,206,1016.0,,4702,8730
2005-NY,2005,NY,19315721,85839,874,3636.0,,35179,46150
2005-OH,2005,OH,11470685,40162,590,4671.0,,18673,16228
2005-OK,2005,OK,3543442,18044,187,1481.0,,3230,13146
2005-OR,2005,OR,3638871,10444,80,1266.0,,2478,6620
2005-PA,2005,PA,12405348,52761,756,3586.0,,19214,29205
