Number,dateReported,timeReported,startDate,offenseCode,offenseDescription,streetAddress,cityDescription,stateDescription,zipCode,geolocation,Booked,DAComplaint,Cited,burglaryFactor,felonyMisdemeanor
MP20006607,3/3/20, 10:17:00 PM,"Mar 3, 2020, 9:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2709 JANNA AVE,MO,,95350,"37.6799689,-121.0302197",0,0,0,,FELONY
MP20800585,3/3/20, 10:05:00 PM,"Mar 3, 2020, 5:03:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,SISK RD & VINTAGE DR,MODESTO,CALIFORNIA,95356,"37.69115055,-121.0622955",0,0,0,,FELONY
MP20006577,3/3/20, 2:16:40 PM,"Feb 27, 2020, 11:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,320 E GRANGER AVE,MO,,95350,"37.66712265,-120.9885903",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20006628,3/4/20, 8:18:21 AM,"Mar 2, 2020, 2:00:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3900 PELANDALE AVE,MODESTO,CALIFORNIA,95356,"37.69951718,-121.0674409",0,0,0,,FELONY
MP20006627,3/4/20, 8:27:58 AM,"Mar 3, 2020, 7:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: MISD 06 Theft 2285,1412 GRANITE LN,MODESTO,CALIFORNIA,95351,"37.65602134,-121.0293703",0,0,0,,FELONY
MP20006608,3/4/20, 1:15:00 AM,"Mar 4, 2020, 12:30:00 AM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3717 SPRINGCREEK DR,MODESTO,CALIFORNIA,95355,"37.66092386,-120.9262565",0,0,0,,
MP20006608,3/4/20, 1:15:00 AM,"Mar 4, 2020, 12:30:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,3717 SPRINGCREEK DR,MODESTO,CALIFORNIA,95355,"37.66092386,-120.9262565",0,0,0,,FELONY
MP20006662,3/4/20, 2:10:00 PM,"Feb 28, 2020, 10:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,110 WILSON AVE,MODESTO,CALIFORNIA,95354,"37.63844906,-120.9776248",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20006684,3/4/20, 4:27:17 PM,"Mar 4, 2020, 4:27:17 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,201 KIMBLE ST,MODESTO,CALIFORNIA,95354,"37.6473395,-120.9892909",1,0,0,,FELONY
MP20006684,3/4/20, 4:27:17 PM,"Mar 4, 2020, 4:27:17 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,201 KIMBLE ST,MODESTO,CALIFORNIA,95354,"37.6473395,-120.9892909",1,0,0,,FELONY
MP20006709,3/4/20, 11:09:12 PM,"Mar 4, 2020, 11:09:12 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,"37.62783829,-121.0049346",1,0,0,,FELONY
MP20006709,3/4/20, 11:09:12 PM,"Mar 4, 2020, 11:09:12 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,"37.62783829,-121.0049346",1,0,0,,FELONY
MP20006709,3/4/20, 11:09:12 PM,"Mar 4, 2020, 11:09:12 PM",664 /187 (A) PC,664 /187 (A) PC ATTEMPTED MURDER 04 Aggravated Assault 2897,"TUOLUMNE BLVD, MO / ROSELAWN AVE, MO ( 45/F4 )",,,,"37.62783829,-121.0049346",1,0,0,,FELONY
MP20006664,3/4/20, 1:27:22 PM,"Mar 4, 2020, 1:27:22 PM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,1000 COFFEE RD,MODESTO,CALIFORNIA,95355,"37.65718089,-120.9744943",0,0,0,,FELONY
MP20006654,3/4/20, 1:13:13 PM,"Mar 4, 2020, 1:13:13 PM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,3600 SISK RD,MODESTO,CALIFORNIA,95356,"37.69085179,-121.0605503",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006702,3/4/20, 9:26:57 PM,"Mar 4, 2020, 9:26:57 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,100 E GRANGER AVE,MO,,95350,"37.66729076,-120.9939047",1,0,0,,FELONY
MP20006666,3/4/20, 1:02:06 PM,"Mar 3, 2020, 3:02:00 PM",243 (D) PC,243 (D) PC BATTERY W/SERIOUS BODILY INJURY: FELONY 04 Aggravated Assault 1192,1330 COLLEGE AVE,MODESTO,CALIFORNIA,95350,"37.66297829,-121.0070824",1,0,0,,FELONY
MP20006617,3/4/20, 5:00:00 AM,"Mar 4, 2020, 5:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95350,"37.68918556,-120.9973378",1,0,0,,FELONY
MP20006696,3/4/20, 5:17:10 PM,"Mar 4, 2020, 5:17:10 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,601 NEECE DR,MODESTO,CALIFORNIA,95351,"37.62255942,-121.0007175",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20006705,3/4/20, 10:29:12 PM,"Mar 4, 2020, 10:29:12 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,180 W W GRANGER AVE,MODESTO,CALIFORNIA,95350,"37.6672689,-120.9951991",1,0,0,,MISDEMEANOR
MP20006707,3/4/20, 9:25:00 PM,"Mar 4, 2020, 1:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,110 E GRANGER AVE,MODESTO,CALIFORNIA,95350,"37.66708329,-120.9931839",0,0,0,NON-RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006668,3/4/20, 2:21:00 PM,"Mar 4, 2020, 1:45:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2517 HADDON AVE,MO,,95354,"37.64194775,-120.9489996",0,0,0,,FELONY
MP20006699,3/4/20, 9:00:00 PM,"Mar 3, 2020, 11:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"CORALWOOD RD, MO / DRAGOO PARK DR, MO ( 33/B3 )",,,,"37.69545672,-120.9848214",0,0,0,,FELONY
MP20006641,3/4/20, 9:42:03 AM,"Mar 2, 2020, 6:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,307 ASH ST,MODESTO,CALIFORNIA,95351,"37.6292861,-121.0109328",0,0,0,,MISDEMEANOR
MP20800594,3/4/20, 11:12:00 PM,"Mar 4, 2020, 9:05:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,3121 YOSEMITE BLVD,MODESTO,CALIFORNIA,95354,"37.63822093,-120.9371786",0,0,0,,FELONY
MP20006677,3/4/20, 2:36:31 PM,"Mar 3, 2020, 4:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1310 WESTLAND DR,MODESTO,CALIFORNIA,95350,"37.66287945,-121.0209042",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20800588,3/4/20, 2:55:00 PM,"Mar 4, 2020, 12:01:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,301 BUENA VISTA,MODESTO,CALIFORNIA,95354,"37.64191809,-120.9831512",0,0,0,,MISDEMEANOR
MP20006651,3/4/20, 12:18:03 PM,"Mar 4, 2020, 12:18:03 PM",211 PC,211 PC ROBBERY 03 Robbery 853,SIERRA DR & SUNSET BLVD,MODESTO,CALIFORNIA,95351,"37.63110108,-121.002627",0,0,0,,FELONY
MP20800799,3/4/20, 12:12:00 PM,"Mar 3, 2020, 7:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,426 CORONADO WAY,MODESTO,CALIFORNIA,95350,"37.6643272,-120.9989572",0,0,0,,FELONY
MP20006744,3/5/20, 9:39:07 AM,"Mar 5, 2020, 7:30:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2317 LANGFORD AVE,MODESTO,CALIFORNIA,95350,"37.67608749,-120.9842699",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20006771,3/5/20, 1:25:00 PM,"Mar 4, 2020, 7:30:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,321 LELAH AVE,MODESTO,CALIFORNIA,95350,"37.66815761,-120.997686",0,0,0,,MISDEMEANOR
MP20006734,3/5/20, 8:48:00 AM,"Mar 5, 2020, 8:40:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,828 COBBLESTONE CI,MODESTO,CALIFORNIA,95355,"37.65356331,-120.9501571",0,0,0,,MISDEMEANOR
MP20006833,3/5/20, 8:54:08 PM,"Mar 4, 2020, 7:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,1117 CRATER AVE,MODESTO,CALIFORNIA,95351,"37.60871499,-121.0082588",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006822,3/5/20, 7:35:20 PM,"Mar 5, 2020, 7:33:00 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,3848 MC HENRY AVE,MODESTO,CALIFORNIA,95356,"37.69452597,-120.9919106",1,0,0,,FELONY
MP20006809,3/5/20, 3:44:54 PM,"Mar 5, 2020, 3:44:54 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,630 KEARNEY AVE,MODESTO,CALIFORNIA,95350,"37.65437916,-121.0162576",0,0,0,,FELONY
MP20006803,3/5/20, 12:51:12 PM,"Feb 28, 2020, 11:00:00 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,301 STANDIFORD AVE,MODESTO,CALIFORNIA,95356,"37.68979757,-120.9967614",0,0,0,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20006751,3/5/20, 10:48:00 AM,"Mar 4, 2020, 4:00:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3401 DALE RD,MODESTO,CALIFORNIA,95356,"37.68821795,-121.0499447",0,0,0,,FELONY
MP20006710,3/5/20, 12:18:23 AM,"Mar 4, 2020, 9:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,135 E GRANGER AVE,MO,,95350,"37.66750748,-120.9926021",0,0,0,,MISDEMEANOR
MP20006718,3/5/20, 1:46:00 AM,"Mar 5, 2020, 1:45:00 AM",245 (A)(1) PC,245 (A)(1) PC FORCE OR ADW NOT FIREARM:GBI LIKELY: FELONY 04 Aggravated Assault 1231,3225 MC HENRY AVE,MODESTO,CALIFORNIA,95350,"37.68447686,-120.9943051",0,0,0,,FELONY
MP20006714,3/5/20, 1:05:00 AM,"Mar 5, 2020, 12:40:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,"DRY CREEK DR, MO / LINCOLN AVE, MO ( 43/B4 )",,,,"37.64900677,-120.9390856",0,0,0,,FELONY
MP20006764,3/5/20, 12:08:00 PM,"Mar 5, 2020, 11:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3900 SISK RD,MO,,,"37.69278594,-121.0612353",0,0,0,,FELONY
MP20006794,3/5/20, 12:21:00 PM,"Mar 5, 2020, 11:30:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,452 PARADISE RD,MO,,95351,"37.62649945,-121.0131386",0,0,0,,FELONY
MP20006819,3/5/20, 7:48:41 PM,"Mar 5, 2020, 7:48:41 PM",211 PC,211 PC ROBBERY 03 Robbery 853,1800 PRESCOTT RD,MODESTO,CALIFORNIA,95350,"37.67209369,-121.0301546",0,0,0,,FELONY
MP20006781,3/5/20, 2:47:16 PM,"Mar 5, 2020, 8:00:00 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,3601 PELANDALE AVE,MO,CALIFORNIA,,"37.70041592,-121.0623444",1,0,0,,MISDEMEANOR
MP20006805,3/5/20, 3:08:09 PM,"Mar 5, 2020, 3:08:09 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1700 COFFEE RD,MODESTO,CALIFORNIA,95355,"37.66874069,-120.9744883",0,0,0,,FELONY
MP20006873,3/6/20, 10:10:43 AM,"Mar 5, 2020, 12:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2804 NORA LN,MODESTO,CALIFORNIA,95355,"37.68047672,-120.9627903",0,0,0,,FELONY
MP20006872,3/6/20, 9:22:45 AM,"Mar 4, 2020, 10:00:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,2841 PARK PL,MODESTO,CALIFORNIA,95350,"37.68216493,-121.036751",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20006854,3/6/20, 7:11:56 AM,"Mar 6, 2020, 7:11:56 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,"HACKBERRY AVE, MO / COLDWELL AVE, MO ( 41/F3 )",MODESTO,CALIFORNIA,95354,"37.6529498,-121.0017677",1,0,0,,
MP20006849,3/6/20, 5:43:05 AM,"Mar 6, 2020, 5:30:00 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,2912 COLLEGE AVE,MODESTO,CALIFORNIA,95350,"37.68178207,-121.0037858",0,0,0,,FELONY
MP20006858,3/6/20, 8:03:10 AM,"Mar 5, 2020, 7:30:00 PM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,3602 CHERRYGLEN WAY,MODESTO,CALIFORNIA,95356,"37.69204105,-120.9798054",0,0,0,,FELONY
MP20006861,3/6/20, 7:53:53 AM,"Mar 5, 2020, 9:30:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,2201 JASMIN AVE,MODESTO,CALIFORNIA,95350,"37.6746514,-120.9891534",0,0,0,,FELONY
MP20006968,3/6/20, 11:34:06 PM,"Mar 6, 2020, 11:34:06 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,2644 SAN IGNACIO AVE,MODESTO,CALIFORNIA,95354,"37.64018982,-120.9463491",0,0,0,RESIDENCE - UNKNOWN,FELONY
MP20006957,3/6/20, 9:09:38 PM,"Mar 6, 2020, 6:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,105 PINE ST,MODESTO,CALIFORNIA,95351,"37.63520187,-121.0079025",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006931,3/6/20, 2:50:16 PM,"Mar 6, 2020, 2:50:16 PM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,1005 BOBCAT CT,MODESTO,CALIFORNIA,95358,"37.64836202,-121.0333682",0,0,0,,FELONY
MP20006840,3/6/20, 3:13:00 AM,"Mar 5, 2020, 10:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1727 ROBERTSON RD,MO,,95351,"37.61386856,-121.0178839",0,0,0,,FELONY
MP20006847,3/6/20, 6:16:00 AM,"Mar 6, 2020, 4:23:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,3013 WYATT WAY,MO,,95350,"37.68267806,-121.0293035",0,0,0,,FELONY
MP20006857,3/6/20, 8:07:00 AM,"Mar 6, 2020, 2:00:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,223 HIGH ST,MO,,95354,"37.64817085,-120.9881622",0,0,0,,FELONY
MP20006912,3/6/20, 2:25:00 PM,"Mar 5, 2020, 5:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,2825 YOSEMITE BLVD,MO,,,"37.63856559,-120.9410507",0,0,0,,FELONY
MP20006943,3/6/20, 8:14:00 PM,"Mar 5, 2020, 12:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,620 PARADISE RD,MO,,,"37.62499537,-121.014725",0,0,0,,FELONY
MP20006950,3/6/20, 8:20:00 PM,"Mar 5, 2020, 6:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1241 MC HENRY AVE,MO,,,"37.66176917,-120.9942904",0,0,0,,FELONY
MP20006973,3/6/20, 11:36:37 PM,"Mar 6, 2020, 11:36:37 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,325 STANDIFORD AVE,MO,,95356,"37.68951942,-120.9989518",1,1,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006955,3/6/20, 4:01:39 PM,"Mar 4, 2020, 8:30:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,205 FLOYD AVE,MODESTO,CALIFORNIA,,"37.67875432,-120.9921537",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006972,3/6/20, 11:11:58 PM,"Mar 6, 2020, 5:00:00 PM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,105 PINE ST,MODESTO,CALIFORNIA,95351,"37.63520187,-121.0079025",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20006970,3/7/20, 12:44:15 AM,"Mar 7, 2020, 12:44:15 AM",460 (A) PC,460 (A) PC BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2187,105 PINE ST,MODESTO,CALIFORNIA,95351,"37.63544256,-121.0075189",0,0,0,RESIDENCE - NIGHT (6PM - 6AM),FELONY
MP20007000,3/7/20, 10:11:00 AM,"Mar 7, 2020, 10:11:00 AM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,"E ORANGEBURG AVE, MO / PATRIOTS LN, MO ( 43/E1 )",MODESTO,CALIFORNIA,,"37.66390204,-120.9162684",1,0,1,,FELONY
MP20007000,3/7/20, 10:11:00 AM,"Mar 7, 2020, 10:11:00 AM",664 /460 (A) PC,664 /460 (A) PC ATTEMPTED BURGLARY:FIRST DEGREE 05 Burglary - Breaking & Entering 2911,"E ORANGEBURG AVE, MO / PATRIOTS LN, MO ( 43/E1 )",MODESTO,CALIFORNIA,,"37.66390204,-120.9162684",1,0,1,RESIDENCE - DAY (6AM - 6PM),FELONY
MP20006978,3/7/20, 1:50:24 AM,"Mar 7, 2020, 1:50:24 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,2113 JEFF CT,MO,CALIFORNIA,95350,"37.67476142,-121.0382664",1,0,0,,FELONY
MP20007016,3/7/20, 2:24:00 PM,"Mar 4, 2020, 3:31:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,"37.66375204,-120.9218145",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20007013,3/7/20, 12:49:07 PM,"Mar 4, 2020, 3:30:00 PM",460 (B) PC,460 (B) PC BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2188,3937 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95355,"37.66375204,-120.9218145",0,0,0,NON-RESIDENCE - UNKNOWN,FELONY
MP20007003,3/7/20, 12:36:50 PM,"Mar 5, 2020, 3:00:00 AM",261 (A)(2) PC,261 (A)(2) PC RAPE BY FORCE/FEAR/ETC 02a. Rape 1375,128 ALMOND AVE,MODESTO,CALIFORNIA,95354,"37.64855799,-120.9923203",0,0,0,,
MP20007033,3/7/20, 3:19:16 PM,"Mar 7, 2020, 3:19:16 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,921 DURANT ST,MODESTO,CALIFORNIA,95350,"37.67818249,-121.0053673",0,0,0,,FELONY
MP20007007,3/7/20, 1:00:39 PM,"Mar 6, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1932 POST OAK DR,MODESTO,CALIFORNIA,95354,"37.64798656,-120.9623632",0,0,0,,
MP20007041,3/7/20, 5:56:17 PM,"Mar 7, 2020, 5:56:17 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,327 LINDEN ST,MODESTO,CALIFORNIA,95351,"37.64048165,-121.0116439",0,0,0,,FELONY
MP20006987,3/7/20, 6:55:00 AM,"Mar 6, 2020, 6:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1820 NORMAN WAY,MO,,95350,"37.67185031,-121.017178",0,0,0,,FELONY
MP20006992,3/7/20, 7:39:00 AM,"Mar 6, 2020, 4:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,116 COVENA AVE,MO,,,"37.63888933,-120.9717037",0,0,0,,FELONY
MP20006996,3/7/20, 9:06:00 AM,"Mar 6, 2020, 11:30:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,1000 PINE TREE LN,MO,,95351,"37.6166317,-121.0223382",0,0,0,,FELONY
MP20007002,3/7/20, 10:53:00 AM,"Mar 7, 2020, 4:55:00 AM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,721 WADDELL WAY,MO,,95357,"37.64967516,-120.9237495",0,0,0,,FELONY
MP20007031,3/7/20, 4:23:00 PM,"Mar 7, 2020, 1:00:00 PM",10851 VC,10851 VC AUTO THEFT 07 Motor Vehicle Theft 44,515 SEMPLE ST,MO,,95354,"37.65151308,-120.9906746",0,0,0,,FELONY
MP20007031,3/7/20, 4:23:00 PM,"Mar 7, 2020, 1:00:00 PM",451 (D) PC,451 (D) PC ARSON:PROPERTY 08 Arson 2137,515 SEMPLE ST,MO,,95354,"37.65151308,-120.9906746",0,0,0,,FELONY
MP20007036,3/7/20, 4:10:46 PM,"Mar 7, 2020, 12:00:00 PM",664 /460 (B) PC,664 /460 (B) PC ATTEMPTED BURGLARY:SECOND DEGREE: FELONY 05 Burglary - Breaking & Entering 2912,2001 CROWS LANDING RD,MODESTO,CALIFORNIA,95358,"37.60059456,-120.993987",1,0,0,NON-RESIDENCE - DAY (6AM - 6PM),FELONY
MP20007032,3/7/20, 11:39:53 AM,"Dec 27, 2018, 10:00:00 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,4033 SARAH JANE CT,MODESTO,CALIFORNIA,95356,"37.69740359,-121.0603776",0,0,0,,FELONY
MP20007008,3/7/20, 10:17:12 AM,"Mar 6, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1932 POST OAK DR,MO,,95354,"37.64798152,-120.9623502",0,0,0,,
MP20007051,3/7/20, 9:52:02 PM,"Mar 7, 2020, 8:30:00 PM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: FELONY 04 Aggravated Assault 1475,2423 GLENDALE AVE,MODESTO,CALIFORNIA,95354,"37.6394777,-120.9515128",1,0,0,,FELONY
MP20007060,3/7/20, 11:44:04 PM,"Mar 7, 2020, 11:44:04 PM",245 (A)(4) PC,245 (A)(4) PC ASSAULT WITH DEADLY WEAPON:  POSSIBLE GBI: FELONY 04 Aggravated Assault 1236,608 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,"37.65323295,-120.9707244",1,0,0,,FELONY
MP20007060,3/7/20, 11:44:04 PM,"Mar 7, 2020, 11:44:04 PM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,608 BRIGHTON AVE,MODESTO,CALIFORNIA,95355,"37.65323295,-120.9707244",1,0,0,,
MP20006984,3/7/20, 3:11:39 AM,"Mar 7, 2020, 3:00:00 AM",273.5 (A) PC,273.5 (A) PC INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT 04 Aggravated Assault 1483,1117 MARSEILLE LN,MODESTO,CALIFORNIA,95351,"37.61502632,-121.0153402",1,0,0,,FELONY
MP20007006,3/7/20, 11:23:33 AM,"Mar 7, 2020, 11:23:33 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1500 HELD DR,MODESTO,CALIFORNIA,95355,"37.66593573,-120.9124545",0,0,0,,MISDEMEANOR
MP20007012,3/7/20, 11:29:51 AM,"Mar 6, 2020, 4:00:00 PM",488 PC,488 PC PETTY THEFT 06 Theft 2305,317 ROSINA AVE,MO,,95354,"37.64212217,-120.9689389",0,0,0,,MISDEMEANOR
MP20006998,3/7/20, 9:27:22 AM,"Mar 7, 2020, 9:27:22 AM",488 PC,488 PC PETTY THEFT 06 Theft 2305,1812 EDGEBROOK DR,MO,,95354,"37.64740907,-120.9652628",0,0,0,,MISDEMEANOR
MP20007065,3/8/20, 12:55:56 AM,"Mar 8, 2020, 12:55:56 AM",273 A(A) PC,273 A(A) PC WILLFUL CRUELTY TO CHILD:POSSIBLE INJURY/DEATH: MISD 04 Aggravated Assault 1474,1812 GALAS CT,MODESTO,CALIFORNIA,95358,"37.60263003,-121.0205269",1,1,0,,FELONY
MP20007085,3/8/20, 9:13:00 AM,"Mar 7, 2020, 11:00:00 PM",460(B) PC,460(B) PC BURGLARY: VEHICLE/LARCENY 06 Theft 2190,1428 ROSE AVE,MODESTO,CALIFORNIA,95355,"37.66413946,-120.9663876",0,0,0,,FELONY
MP20007072,3/8/20, 1:53:22 AM,"Mar 8, 2020, 1:53:22 AM",487 (A) PC,487 (A) PC GRAND THEFT:MONEY/LABOR/PROPERTY OVER $400: FELONY 06 Theft 2284,150 E ORANGEBURG AVE,MODESTO,CALIFORNIA,95350,"37.66319541,-120.9920359",0,0,0,,FELONY
